validScientificName,family.ORIG,order,superOrder,seedStructure,lifeCycleHabit,growthHabit,c,s,r,csr,priority,validScientificName.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name
Isopyrum biternatum,Ranunculaceae,Ranunculales,Ranunculanae,Dicot,perennial,forb,18.23,9.97,71.8,R/CR,4,Isopyrum biternatum (Raf.) Torr. & A. Gray,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1509,1,wfo-0000667897,urn:lsid:ipni.org:names:711179-1,916964,Enemion biternatum,species,wfo-4000013436,Raf.,Ranunculaceae,"","",,Enemion,"",biternatum,"",species,Valid,J. Phys. Chim. Hist. Nat. Arts 91: 70 (1820),Accepted,"","",,"Source in seed data: cmp Updated scientificnameAuthorship from (Torr. & A.Gray) Raf. to Raf., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2789136 >The Plant Li",http://www.theplantlist.org/tpl1.1/record/kew-2789136,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2789136,"",TRUE,Synonym,wfo-0001129679,Isopyrum biternatum
Iva xanthiifolia Nutt.,Asteraceae,Asterales,Asteranae,Dicot,annual,forb,71.29,0.22,28.49,C/CR,4,Iva xanthiifolia Nutt.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,1510,1,wfo-0000114224,urn:lsid:ipni.org:names:200848-1,GCC-2FDCFEB9-54BB-48A0-9790-631DEBC322BF,Cyclachaena xanthiifolia,species,wfo-4000010232,(Nutt.) Fresen.,Asteraceae,"","",,Cyclachaena,"",xanthiifolia,"",species,Valid,"Index Seminum (FRT, Francofurtensi) [1, 4] (1836)",Accepted,"",wfo-0000034395,,"Source in seed data: gcc Update namepublishedIn from 4 1836  to Index Seminum (FRT, Francofurtensi) [1, 4] (1836), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:200848-1,The Asteraceaae TEN,A,gcc-75731,"",TRUE,Synonym,wfo-0000034395,Iva xanthiifolia
Ixonanthes icosandra W.D.Jacks.,Ixonanthaceae,Malpighiales,Rosanae,Dicot,perennial,tree,22.86,75.12,2.02,S/CS,9,Ixonanthes icosandra W.D.Jacks.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,11,1511,1,wfo-0000732924,urn:lsid:ipni.org:names:544276-1,994548,Ixonanthes icosandra,species,wfo-4000019407,Jack,Ixonanthaceae,"","",,Ixonanthes,"",icosandra,"",species,Valid,Malayan Misc. 2(7): 53 (1822),Accepted,"","",,"Source in seed data: ksu Update namepublishedIn from Malayan Misc. ii. (1822) VII. 53.  to Malayan Misc. 2(7): 53 (1822), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:544276-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2867889,"",FALSE,"","",""
Ixora lobbii Loudon,Rubiaceae,Gentianales,Asteranae,Dicot,perennial,shrub,43.77,56.23,0,CS,9,Ixora lobbii Loudon,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,1512,1,wfo-0000218659,urn:lsid:ipni.org:names:754137-1,103675,Ixora lobbii,species,wfo-4000019411,Loudon,Rubiaceae,"","",,Ixora,"",lobbii,"",species,Valid,"Encycl. Pl. , new ed., Suppl. 2: 1543 (1855)",Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Encyc. Pl. Suppl. ii. 1543.  to Encycl. Pl. , new ed., Suppl. 2: 1543 (1855), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tp",http://www.theplantlist.org/tpl1.1/record/kew-103675,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-103675,"",FALSE,"","",""
Ixora lobbii Loudon,Rubiaceae,Gentianales,Asteranae,Dicot,perennial,shrub,43.77,56.23,0,CS,9,Ixora lobbii Loudon,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,1512,2,wfo-1000035761,urn:lsid:ipni.org:names:77209714-1,"",Ixora lobbii,species,"",Loudon ex King & Gamble,Rubiaceae,"","",,Ixora,"",lobbii,"",species,"","J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 73(3): 78. 1904",Unchecked,"","",,"","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,"","",FALSE,"","",""
Jacaranda copaia,Bignoniaceae,Lamiales,Asteranae,Dicot,perennial,tree,75.38,20.59,4.03,C/CS,7,Jacaranda copaia (Aubl.) D. Don,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1513,1,wfo-0000778869,urn:lsid:ipni.org:names:109789-1,317413,Jacaranda copaia,species,wfo-4000019423,(Aubl.) D.Don,Bignoniaceae,"","",,Jacaranda,"",copaia,"",species,Valid,Edinburgh Philos. J. 9: 264 (1823),Accepted,"",wfo-0000781396,,"Source in seed data: iplants Update namepublishedIn from Edinburgh Philos. J. 9: 264 1823  to Edinburgh Philos. J. 9: 264 (1823), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl",http://www.theplantlist.org/tpl1.1/record/kew-317413,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-317413,"",FALSE,"","",""
Jacaranda racemosa Cham.,Bignoniaceae,Lamiales,Asteranae,Dicot,perennial,shrub,23.61,72.14,4.24,S/CS,7,Jacaranda racemosa Cham.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,1514,1,wfo-0000778806,urn:lsid:ipni.org:names:109849-1,317355,Jacaranda racemosa,species,wfo-4000019423,Cham.,Bignoniaceae,"","",,Jacaranda,"",racemosa,"",species,Valid,Linnaea 7: 547 (1832),Accepted,"","",,"Source in seed data: iplants Update namepublishedIn from Linnaea 7(4): 547. 1832  to Linnaea 7: 547 (1832), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-317355 ",http://www.theplantlist.org/tpl1.1/record/kew-317355,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-317355,"",FALSE,"","",""
Jasione montana L.,Campanulaceae,Asterales,Asteranae,Dicot,perennial,forb,0,49.45,50.55,SR,1,Jasione montana L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,8,1515,1,wfo-0000813862,urn:lsid:ipni.org:names:142661-1,351939,Jasione heldreichii,species,wfo-4000019520,Boiss. & Orph.,Campanulaceae,"","",,Jasione,"",heldreichii,"",species,Valid,"Diagn. Pl. Orient. , ser. 2, 6: 120 (1859)",Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Diagn. Pl. Orient. ser. 2, 6: 120. 1859 [Jul-Dec 1856]  to Diagn. Pl. Orient. , ser. 2, 6: 120 (1859), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http:",http://www.theplantlist.org/tpl1.1/record/kew-351939,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-351939,"",TRUE,Synonym,wfo-0000820775,Jasione montana f. jankae
Jasione montana L.,Campanulaceae,Asterales,Asteranae,Dicot,perennial,forb,0,49.45,50.55,SR,1,Jasione montana L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,8,1515,2,wfo-0000813712,urn:lsid:ipni.org:names:142679-1,351797,Jasione montana,species,wfo-4000019520,L.,Campanulaceae,"","",,Jasione,"",montana,"",species,Valid,Sp. Pl. : 928 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 2: 928. 1753 [1 May 1753]  to Sp. Pl. : 928 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-35",http://www.theplantlist.org/tpl1.1/record/kew-351797,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-351797,"",TRUE,Synonym,wfo-0000820803,Jasione montana var. nana
Jasione montana L.,Campanulaceae,Asterales,Asteranae,Dicot,perennial,forb,0,49.45,50.55,SR,1,Jasione montana L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,8,1515,3,wfo-0000813712,urn:lsid:ipni.org:names:142679-1,351797,Jasione montana,species,wfo-4000019520,L.,Campanulaceae,"","",,Jasione,"",montana,"",species,Valid,Sp. Pl. : 928 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 2: 928. 1753 [1 May 1753]  to Sp. Pl. : 928 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-35",http://www.theplantlist.org/tpl1.1/record/kew-351797,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-351797,"",TRUE,Synonym,wfo-0000820814,Jasione montana var. nana
Juglans regia L.,Juglandaceae,Fagales,Rosanae,Dicot,perennial,tree,73.16,21.45,5.4,C/CS,1,Juglans regia L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,12,1516,1,wfo-0000355051,urn:lsid:ipni.org:names:442427-1,471900,Juglans regia,species,wfo-4000019653,L.,Juglandaceae,"","",,Juglans,"",regia,"",species,Valid,Sp. Pl. : 997 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 2: 997. 1753 [1 May 1753]  to Sp. Pl. : 997 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-23",http://www.theplantlist.org/tpl1.1/record/kew-2331747,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2331747,"",TRUE,Synonym,wfo-0000740608,Juglans regia var. sinensis
Juglans regia L.,Juglandaceae,Fagales,Rosanae,Dicot,perennial,tree,73.16,21.45,5.4,C/CS,1,Juglans regia L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,12,1516,2,wfo-0000355051,urn:lsid:ipni.org:names:442427-1,471900,Juglans regia,species,wfo-4000019653,L.,Juglandaceae,"","",,Juglans,"",regia,"",species,Valid,Sp. Pl. : 997 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 2: 997. 1753 [1 May 1753]  to Sp. Pl. : 997 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-23",http://www.theplantlist.org/tpl1.1/record/kew-2331747,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2331747,"",TRUE,Synonym,wfo-0001067437,Juglans regia subsp. fallax
Juglans regia L.,Juglandaceae,Fagales,Rosanae,Dicot,perennial,tree,73.16,21.45,5.4,C/CS,1,Juglans regia L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,12,1516,3,wfo-0000355051,urn:lsid:ipni.org:names:442427-1,471900,Juglans regia,species,wfo-4000019653,L.,Juglandaceae,"","",,Juglans,"",regia,"",species,Valid,Sp. Pl. : 997 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 2: 997. 1753 [1 May 1753]  to Sp. Pl. : 997 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-23",http://www.theplantlist.org/tpl1.1/record/kew-2331747,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2331747,"",TRUE,Synonym,wfo-0001067448,Juglans regia var. kamaonia
Juncus alpinoarticulatus Chaix,Juncaceae,Poales,Lilianae,Monocot,perennial,graminoid,6.32,31.03,62.66,R/SR,1,Juncus alpinoarticulatus Chaix,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,1517,1,wfo-0000775773,urn:lsid:ipni.org:names:77177309-1,314322,Juncus alpinoarticulatus,species,wfo-4000019671,Chaix,Juncaceae,"","",,Juncus,"",alpinoarticulatus,"",species,Valid,Pl. Vapinc. : 74 (1785),Accepted,"","",,"Source in seed data: iopi Update namepublishedIn from Pl. Vapinc. 74 1785  to Pl. Vapinc. : 74 (1785), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-314322 >The ",http://www.theplantlist.org/tpl1.1/record/kew-314322,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-314322,"",FALSE,"","",""
Juncus alpinus Vill.,Juncaceae,Poales,Lilianae,Monocot,perennial,graminoid,4.9,68.1,27,S/SR,1,Juncus alpinus Vill.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,1518,1,wfo-0000775773,urn:lsid:ipni.org:names:77177309-1,314322,Juncus alpinoarticulatus,species,wfo-4000019671,Chaix,Juncaceae,"","",,Juncus,"",alpinoarticulatus,"",species,Valid,Pl. Vapinc. : 74 (1785),Accepted,"","",,"Source in seed data: iopi Update namepublishedIn from Pl. Vapinc. 74 1785  to Pl. Vapinc. : 74 (1785), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-314322 >The ",http://www.theplantlist.org/tpl1.1/record/kew-314322,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-314322,"",TRUE,Synonym,wfo-0000775786,Juncus alpinus
Juncus articulatus L.,Juncaceae,Poales,Lilianae,Monocot,perennial,graminoid,15.8,64.95,19.25,S/CSR,1,Juncus articulatus L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,1519,1,wfo-0000775879,urn:lsid:ipni.org:names:442698-1,314426,Juncus articulatus,species,wfo-4000019671,L.,Juncaceae,"","",,Juncus,"",articulatus,"",species,Valid,Sp. Pl. : 327 (1753),Accepted,"","",,"Source in seed data: iopi Update namepublishedIn from Sp. Pl. 327 1753  to Sp. Pl. : 327 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-314426 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-314426,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-314426,"",FALSE,"","",""
Juncus atratus Krock.,Juncaceae,Poales,Lilianae,Monocot,perennial,graminoid,33.81,58.66,7.53,CS,1,Juncus atratus Krock.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,1520,1,wfo-0000775918,urn:lsid:ipni.org:names:442706-1,314469,Juncus atratus,species,wfo-4000019671,Krock.,Juncaceae,"","",,Juncus,"",atratus,"",species,Valid,Fl. Siles. 1: 562 (1787),Accepted,"","",,"Source in seed data: iopi Update namepublishedIn from Fl. Siles. (Krocker) i. 562. 1787  to Fl. Siles. 1: 562 (1787), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/k",http://www.theplantlist.org/tpl1.1/record/kew-314469,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-314469,"",FALSE,"","",""
Juncus atratus Krock.,Juncaceae,Poales,Lilianae,Monocot,perennial,graminoid,33.81,58.66,7.53,CS,1,Juncus atratus Krock.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,1520,2,wfo-0000776655,urn:lsid:ipni.org:names:443084-1,315220,Juncus jacquinii,species,wfo-4000019671,L.,Juncaceae,"","",,Juncus,"",jacquinii,"",species,Valid,"Syst. Nat. ed. 10 , 2: 251 (1767)",Accepted,"","",,"Source in seed data: iopi Update namepublishedIn from Syst. Nat., ed. 12. 2: 251. 1767 [15-31 Oct 1767] ; Mant. Pl. 63. 15-31 Oct 1767 to Syst. Nat. ed. 10 , 2: 251 (1767), information provided by Alan E. on email Jun. 07 2021 More details could be found",http://www.theplantlist.org/tpl1.1/record/kew-315220,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-315220,"",TRUE,Synonym,wfo-0000775920,Juncus atratus
Juncus biglumis L.,Juncaceae,Poales,Lilianae,Monocot,perennial,graminoid,0,67.44,32.56,S/SR,1,Juncus biglumis L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,15,1521,1,wfo-0000775983,urn:lsid:ipni.org:names:442732-1,314533,Juncus biglumis,species,wfo-4000019671,L.,Juncaceae,"","",,Juncus,"",biglumis,"",species,Valid,Sp. Pl. : 328 (1753),Accepted,"","",,"Source in seed data: iopi Update namepublishedIn from Sp. Pl. 1: 328. 1753 [1 May 1753]  to Sp. Pl. : 328 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-3",http://www.theplantlist.org/tpl1.1/record/kew-314533,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-314533,"",TRUE,Synonym,wfo-0000775984,Juncus biglumis var. ajonskensis
Juncus bulbosus L.,Juncaceae,Poales,Lilianae,Monocot,perennial,aquatic,5.27,50.16,44.58,SR,1,Juncus bulbosus L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,7,1522,1,wfo-0000776091,urn:lsid:ipni.org:names:442772-1,314645,Juncus bulbosus,species,wfo-4000019671,L.,Juncaceae,"","",,Juncus,"",bulbosus,"",species,Valid,Sp. Pl. 1: 327. 1753 [1 May 1753],Accepted,"","",,"Source in seed data: iopi Updated namepublishedIn from Sp. Pl. 327 1753  to Sp. Pl. 1: 327. 1753 [1 May 1753] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-314",http://www.theplantlist.org/tpl1.1/record/kew-314645,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-314645,"",TRUE,Synonym,wfo-0000776103,Juncus bulbosus f. nanus
Juncus castaneus Sm.,Juncaceae,Poales,Lilianae,Monocot,perennial,graminoid,13.42,61.19,25.39,S/CSR,1,Juncus castaneus Sm.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,11,1523,1,wfo-0000776184,urn:lsid:ipni.org:names:77170913-1,314735,Juncus castaneus  subsp. castaneus,subspecies,wfo-0000776182,"",Juncaceae,"","",,Juncus,"",castaneus,castaneus,subspecies,Valid,Unknown,Accepted,"","",,"Source in seed data: iopi Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from https://wcvp.science.kew.org/taxon/77170913-1,  according to WCVP, information provided by Alan E. on email Dec 02 2020 More detai",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77170913-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-314735,"",TRUE,Synonym,wfo-0000776188,Juncus castaneus f. pallidus
Juncus conglomeratus L.,Juncaceae,Poales,Lilianae,Monocot,perennial,graminoid,19.93,80.07,0,S/CS,1,Juncus conglomeratus L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,1524,1,wfo-0000776253,urn:lsid:ipni.org:names:442841-1,314807,Juncus conglomeratus,species,wfo-4000019671,L.,Juncaceae,"","",,Juncus,"",conglomeratus,"",species,Valid,Sp. Pl. : 326 (1753),Accepted,"","",,"Source in seed data: iopi Update namepublishedIn from Sp. Pl. 326 1753  to Sp. Pl. : 326 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-314807 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-314807,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-314807,"",FALSE,"","",""
Juncus effusus L.,Juncaceae,Poales,Lilianae,Monocot,perennial,graminoid,38.48,61.52,0,CS,1,Juncus effusus L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,8,1525,1,wfo-0000776285,urn:lsid:ipni.org:names:442873-1,314841,Juncus decipiens,species,wfo-4000019671,(Buchenau) Nakai,Juncaceae,"","",,Juncus,"",decipiens,"",species,Valid,Veg. Kamikochi : 35 (1928),Accepted,"",wfo-0000776363,,"Source in seed data: iopi Update namepublishedIn from Veg. Kamikochi 35 (1928); cf. Miyabe & Kudo in Journ. Fac. Agric., Sapporo,xxvi. 299 (1932).  to Veg. Kamikochi : 35 (1928), information provided by Alan E. on email Jun. 07 2021 More details could be",http://www.theplantlist.org/tpl1.1/record/kew-314841,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-314841,"",TRUE,Synonym,wfo-0000776389,Juncus effusus f. utilis
Juncus filiformis L.,Juncaceae,Poales,Lilianae,Monocot,perennial,graminoid,23.03,76.8,0.18,S/CS,1,Juncus filiformis L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,11,1526,1,wfo-0000776448,urn:lsid:ipni.org:names:442961-1,315000,Juncus filiformis,species,wfo-4000019671,L.,Juncaceae,"","",,Juncus,"",filiformis,"",species,Valid,Sp. Pl. : 326 (1753),Accepted,"","",,"Source in seed data: iopi Update namepublishedIn from Sp. Pl. 326 1753  to Sp. Pl. : 326 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-315000 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-315000,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-315000,"",TRUE,Synonym,wfo-0000776450,Juncus filiformis f. flaccidus
Juncus gerardi Loisel.,Juncaceae,Poales,Lilianae,Monocot,perennial,graminoid,9.38,67.98,22.63,S/SR,1,Juncus gerardi Loisel.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,1527,1,wfo-0000776498,urn:lsid:ipni.org:names:442994-1,315051,Juncus gerardii,species,wfo-4000019671,Loisel.,Juncaceae,"","",,Juncus,"",gerardii,"",species,Valid,in Desv. Journ. Bot. ii. (1809) 284.,Accepted,"","",,"Source in seed data: iopi Updated namepublishedIn from J. Bot. (Desvaux) 2: 284 1809  to in Desv. Journ. Bot. ii. (1809) 284. , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.",http://www.theplantlist.org/tpl1.1/record/kew-315051,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-315051,"",FALSE,"","",""
Juncus inflexus L.,Juncaceae,Poales,Lilianae,Monocot,perennial,graminoid,32.56,67.44,0,S/CS,1,Juncus inflexus L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,9,1528,1,wfo-0001326045,urn:lsid:ipni.org:names:883714-1,883714-1,Juncus inflexus f. farctus,form,"",(Asch. & Graebn.) Soó,Juncaceae,"","",,Juncus,"",inflexus,farctus,form,"",Acta Bot. Acad. Sci. Hung. 16(3-4): 366. 1971 [1970 publ. 1971],Unchecked,"","",,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,"","",FALSE,"","",""
