species,author,popularNameNO,establishmentClass,alienStatus,riskCategory,validScientificName,validScientificName.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name,One.Reason
Penilia avirostris,"Dana, 1849","",E,Selvstendig reproduserende,PH,Penilia,"Penilia avirostris Dana, 1849",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0,FALSE,FALSE,10,1656,1,wfo-0000495948,urn:lsid:ipni.org:names:809598-1,720376,Scrophularia vernalis,species,wfo-4000034848,L.,Scrophulariaceae,"","",,Scrophularia,"",vernalis,"",species,Valid,Sp. Pl. : 620 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 2: 620. 1753 [1 May 1753]  to Sp. Pl. : 620 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-25",http://www.theplantlist.org/tpl1.1/record/kew-2586823,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2586823,"",TRUE,Synonym,wfo-0000419926,Venilia vernalis,""
Pentaglottis sempervirens,(L.) Tausch ex L.H.Bailey,hestetunge,C2,Selvstendig reproduserende,LO,Pentaglottis sempervirens,Pentaglottis sempervirens (L.) Tausch ex L.H.Bailey,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1657,1,wfo-0000397269,urn:lsid:ipni.org:names:60457907-2,550900,Pentaglottis sempervirens,species,wfo-4000028578,(L.) Tausch ex L.H.Bailey,Boraginaceae,"","",,Pentaglottis,"",sempervirens,"",species,Valid,"Man. Cult. Pl. , ed. 2: 837 (1949)",Accepted,"",wfo-0000533766,,"Source in seed data: cmp Update namepublishedIn from Man. Cult. Pl. ed. 2: 837 1949  to Man. Cult. Pl. , ed. 2: 837 (1949), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re",http://www.theplantlist.org/tpl1.1/record/kew-2412586,The Boraginaceae TEN,A,kew-2412586,"",FALSE,"","","",Accepted
Pentanema britannicum,"(L.) D.Gut.Larr., Santos-Vicente, Anderb., E.Rico & M.M.Mart.Ort.",lodnealant,C1,Dørstokkart,NK,Pentanema britannicum,"Pentanema britannicum (L.) D.Gut.Larr., Santos-Vicente, Anderb., E.Rico & M.M.Mart.Ort.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1658,1,wfo-0001422099,urn:lsid:ipni.org:names:77178407-1,1217682-az,Pentanema britannicum,species,wfo-4000028599,"(L.) D.Gut.Larr., Santos-Vicente, Anderb., E.Rico & M.M.Mart.Ort.",Asteraceae,"","",,Pentanema,"",britannicum,"",species,Valid,Taxon 67(1): 159. 2018 [6 Mar 2018],Accepted,"","",,"Source in seed data: wcvp Updated scientificnameAuthorship from (L.) D.Gut.Larr., Santos-Vicente, Anderb., E.Rico & M.M to (L.) D.Gut.Larr., Santos-Vicente, Anderb., E.Rico & M.M.Mart.Ort., information provided by Alan E. on email Oct. 12 2020",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77178407-1,The Asteraceaae TEN,A,"","",FALSE,"","","",""
Perca fluviatilis,"Linnaeus, 1758",abbor,"",Regionalt fremmed,SE,Perca,"Perca fluviatilis Linnaeus, 1758",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,505,FALSE,FALSE,,1659,1,"",,,Perca,,,,,,,,,,,,,,,,"",,,,,,,,"",FALSE,"","","",no match found
Perccottus glenii,"Dybowski, 1877","",A,Dørstokkart,SE,Perccottus,"Perccottus glenii Dybowski, 1877",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,TRUE,,1660,1,"",,,Perccottus,,,,,,,,,,,,,,,,"",,,,,,,,"",FALSE,"","","",no match found
Percnon gibbesi,"(H. Milne Edwards, 1853)","",A,Dørstokkart,LO,Percnon gibbesi,"Percnon gibbesi (H. Milne Edwards, 1853)",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,FALSE,TRUE,,1661,1,"",,,Percnon gibbesi,,,,,,,,,,,,,,,,"",,,,,,,,"",FALSE,"","","",no match found
Perigona nigriceps,"(Dejean, 1831)","",D2,Selvstendig reproduserende,LO,Perigona nigriceps,"Perigona nigriceps (Dejean, 1831)",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,TRUE,25,1662,1,wfo-1200008351,urn:lsid:ipni.org:names:77299669-1,"",Ophrys episcopalis var. cerigona,variety,"",(B.Baumann & H.Baumann) Hennecke,Orchidaceae,"","",,Ophrys,"",episcopalis,cerigona,variety,"",Beitr. Ophrys 312. 2021,Unchecked,"","",,"","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,"","",FALSE,"","","",""
Peritrechus nubilus,"(Fallén, 1807)","",C0,Dørstokkart,LO,Peritrechus nubilus,"Peritrechus nubilus (Fallén, 1807)",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,FALSE,TRUE,,1663,1,"",,,Peritrechus nubilus,,,,,,,,,,,,,,,,"",,,,,,,,"",FALSE,"","","",no match found
Perna viridis,"(Linnaeus, 1758)","",A,Dørstokkart,SE,Perna viridis,"Perna viridis (Linnaeus, 1758)",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,2,1664,1,wfo-0000521764,"",756043,Aerva lanata,species,wfo-4000000806,(L.) Juss.,Amaranthaceae,"","",,Aerva,"",lanata,"",species,Valid,Ann. Mus. Hist. Nat. 11: 131 1808,Accepted,"",wfo-0000516329,,Source in seed data: cmp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2623689 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-2623689 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/kew-2623689,The Caryophyllales Taxonomic Expert Network,A,kew-2623689,"",TRUE,Synonym,wfo-0000521823,Aerva viridis,smallest ID
Perophora japonica,"Oka, 1927","",A,Dørstokkart,PH,Perophora,"Perophora japonica Oka, 1927",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,1665,1,wfo-4000010244,urn:lsid:ipni.org:names:26916-1,40019197,Cyclea,genus,wfo-7000000375,Arn. ex Wight,Menispermaceae,"","",,Cyclea,"","","",genus,Valid,Ill. Ind. Bot. 1: 22 (1840),Accepted,"","",,"Source in seed data: TPL1.1 Update namepublishedIn from Ill. Ind. Bot. i. 22 (1840).  to Ill. Ind. Bot. 1: 22 (1840), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/1.1/browse/A/Me","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,"","",TRUE,Synonym,wfo-4000028702,Peraphora,""
Petasites hybridus,"(L.) G.Gaertn., B.Mey. & Scherb.",legepestrot,E,Selvstendig reproduserende,SE,Petasites hybridus,"Petasites hybridus (L.) G.Gaertn., B.Mey. & Scherb.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1666,1,wfo-0000045336,urn:lsid:ipni.org:names:237374-1,GCC-244C739B-B9F9-40FF-A7AA-FCCBEAF8BF87,Petasites hybridus,species,wfo-4000028919,"(L.) G.Gaertn., B.Mey. & Scherb.",Asteraceae,"","",,Petasites,"",hybridus,"",species,Valid,Oekon. Fl. Wetterau 3(2): 184 (1802),Accepted,"",wfo-0000081506,,"Source in seed data: gcc Updated scientificnameAuthorship from (L.) G.Gaertn., B.Mey. & Schreb. to (L.) G.Gaertn., B.Mey. & Scherb., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:237374-1,The Asteraceaae TEN,A,gcc-143847,"",FALSE,"","","",""
Petasites japonicus subsp. giganteus,(F.Schmidt ex Trautv.) Kitam.,japanpestrot,E,Selvstendig reproduserende,SE,Petasites japonicus subsp. giganteus,Petasites japonicus subsp. giganteus (F.Schmidt ex Trautv.) Kitam.,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,1667,1,wfo-0000097086,urn:lsid:ipni.org:names:77181807-1,GCC-FEA488DF-2A76-4800-9143-650AEB8CE784,Petasites japonicus  subsp. giganteus,subspecies,wfo-0000022734,(F.Schmidt ex Trautv.) Kitam.,Asteraceae,"","",,Petasites,"",japonicus,giganteus,subspecies,Valid,"Mem. Coll. Sci. Kyoto Imp. Univ., Ser. B, Biol. 16: 164 (1942)",Accepted,"","",,"Source in seed data: gcc Update namepublishedIn from 164 1942  to Mem. Coll. Sci. Kyoto Imp. Univ., Ser. B, Biol. 16: 164 (1942), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl",http://www.theplantlist.org/tpl1.1/record/gcc-53279,The Asteraceaae TEN,A,gcc-53279,"",FALSE,"","","",""
Petricolaria pholadiformis,"(Lamarck, 1818)","","",Ikke fremmed,NR,Petricolaria pholadiformis,"Petricolaria pholadiformis (Lamarck, 1818)",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,FALSE,TRUE,,1668,1,"",,,Petricolaria pholadiformis,,,,,,,,,,,,,,,,"",,,,,,,,"",FALSE,"","","",no match found
Petrosedum forsterianum,(Sm.) Grulich,konglebergknapp,D2,Selvstendig reproduserende,PH,Petrosedum forsterianum,Petrosedum forsterianum (Sm.) Grulich,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1669,1,wfo-0000396530,urn:lsid:ipni.org:names:914405-1,549575,Petrosedum forsterianum,species,wfo-4000028988,(Sm.) Grulich,Crassulaceae,"","",,Petrosedum,"",forsterianum,"",species,Valid,Preslia 56: 40 (1984),Accepted,"",wfo-0000437429,,"Source in seed data: cmp Update namepublishedIn from Preslia 56(1): 40 (1984):.  to Preslia 56: 40 (1984), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2411216 ",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:914405-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2411216,"",FALSE,"","","",""
Petroselinum crispum,(Mill.) Fuss,persille,C1,Dørstokkart,LO,Petroselinum crispum,Petroselinum crispum (Mill.) Fuss,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1670,1,wfo-0000745326,urn:lsid:ipni.org:names:60442790-2,1021068,Petroselinum crispum,species,wfo-4000028989,(Mill.) Fuss,Apiaceae,"","",,Petroselinum,"",crispum,"",species,Valid,Fl. Transsilv. : 254 (1866),Accepted,"",wfo-0000540603,,"Source in seed data: cmp Update namepublishedIn from Fl. Transsilv. 254 1866  to Fl. Transsilv. : 254 (1866), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-28982",http://www.theplantlist.org/tpl1.1/record/kew-2898243,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2898243,"",FALSE,"","","",Not a synonym
Peziza ostracoderma,Korf,gartneribegersopp,C0,Dørstokkart,LO,Peziza ostracoderma Korf,Peziza ostracoderma Korf,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,TRUE,20,1671,1,wfo-0000672900,urn:lsid:ipni.org:names:329343-1,921922,Erica peziza,species,wfo-4000013772,Lodd.,Ericaceae,Ericoideae,"",,Erica,"",peziza,"",species,Valid,Hort. Eric. Woburn. : 19 (1825),Accepted,"","",,"Source in seed data: cmp Updated scientificnameAuthorship from Sinclair to G.Lodd., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2794105 >The Plant List v.1.1.<",https://padme.rbge.org.uk/wfo/wfo-0000672900,The Ericaceae Taxonomic Expert Network,A,kew-2794105,"",FALSE,"","","",""
Phacelia tanacetifolia,Benth.,honningurt,C1,Dørstokkart,LO,Phacelia tanacetifolia Benth.,Phacelia tanacetifolia Benth.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,1672,1,wfo-0000465176,urn:lsid:ipni.org:names:432789-1,665886,Phacelia tanacetifolia,species,wfo-4000029021,Benth.,Boraginaceae,"","",,Phacelia,"",tanacetifolia,"",species,Valid,Trans. Linn. Soc. London 17: 280 (1835),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Trans. Linn. Soc. London 17: 280 1837  to Trans. Linn. Soc. London 17: 280 (1835), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.o",http://www.theplantlist.org/tpl1.1/record/kew-2529862,The Boraginaceae TEN,A,kew-2529862,"",FALSE,"","","",""
Phaeocryptopus gaeumannii,(Rohde) Petr.,"",C2,Selvstendig reproduserende,LO,Phaeocryptopus gaeumannii,Phaeocryptopus gaeumannii (Rohde) Petr.,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,FALSE,TRUE,,1673,1,"",,,Phaeocryptopus gaeumannii,,,,,,,,,,,,,,,,"",,,,,,,,"",FALSE,"","","",no match found
Phaeolepiota aurea,(Matt.: Fr.) Konrad & Maubl.,gullskjellsopp,D2,Selvstendig reproduserende,PH,Phaeolepiota aurea,Phaeolepiota aurea (Matt.: Fr.) Konrad & Maubl.,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,FALSE,TRUE,,1674,1,"",,,Phaeolepiota aurea,,,,,,,,,,,,,,,,"",,,,,,,,"",FALSE,"","","",no match found
Phaeotremella simplex,(H.S. Jacks. & G.W. Martin) Millanes & Wedin,"",C2,Selvstendig reproduserende,LO,Phaeotremella simplex,Phaeotremella simplex (H.S. Jacks. & G.W. Martin) Millanes & Wedin,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,FALSE,TRUE,,1675,1,"",,,Phaeotremella simplex,,,,,,,,,,,,,,,,"",,,,,,,,"",FALSE,"","","",no match found
Phalaris arundinacea f. picta,(L.) B.P.R.Chéron,båndgras,C2,Selvstendig reproduserende,LO,Phalaris arundinacea f. picta,Phalaris arundinacea f. picta (L.) B.P.R.Chéron,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1676,1,wfo-0000889610,urn:lsid:ipni.org:names:415571-1,433393,Phalaris arundinacea,species,wfo-4000029096,L.,Poaceae,"","",,Phalaris,"",arundinacea,"",species,Valid,Sp. Pl. : 55 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 55 1753  to Sp. Pl. : 55 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-433393 >The Plant Lis",http://www.theplantlist.org/tpl1.1/record/kew-433393,The Poaceae TEN,A,kew-433393,"",TRUE,Synonym,wfo-0000889615,Phalaris arundinacea f. picta,""
Phasia barbifrons,"(Girschner, 1887)","",D2,Selvstendig reproduserende,LO,Phasia barbifrons,"Phasia barbifrons (Girschner, 1887)",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,FALSE,TRUE,12,1677,1,wfo-4000029119,urn:lsid:ipni.org:names:10494-1,"",Phania,genus,wfo-7000000146,DC.,Asteraceae,"","",,Phania,"","","",genus,Valid,Prodr. 5: 114 (1836),Accepted,"","",,Source in seed data: TPL1.1 More details could be found in <a href=http://www.theplantlist.org/1.1/browse/A/Compositae/Phania/ >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/browse/A/Compositae/Phania/ >The Plant List v.1.0<,"",The Asteraceaae TEN,A,"","",FALSE,"","","",Accepted
Phasianus colchicus,"Linnaeus, 1758",fasan,D1,Selvstendig reproduserende,LO,Phasianus,"Phasianus colchicus Linnaeus, 1758",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0,FALSE,FALSE,7,1678,1,wfo-0000983442,urn:lsid:ipni.org:names:737800-1,10255,Rubus khasianus,species,wfo-4000033581,Cardot,Rosaceae,"","",,Rubus,"",khasianus,"",species,Valid,Notul. Syst. (Paris) 3: 298 (1917),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Notul. Syst. (Paris) 3: 298. 1917  to Notul. Syst. (Paris) 3: 298 (1917), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:737800-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-10255,"",FALSE,"","","",""
Phedimus aizoon,(L.) 't Hart,rakbergknapp,E,Selvstendig reproduserende,HI,Phedimus aizoon,Phedimus aizoon (L.) 't Hart,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1679,1,wfo-0000396525,urn:lsid:ipni.org:names:986640-1,549569,Phedimus aizoon,species,wfo-4000029159,(L.) 't Hart,Crassulaceae,"","",,Phedimus,"",aizoon,"",species,Valid,Evol. & Syst. Crassulac. : 168 (1995),Accepted,"",wfo-0000437138,,"Source in seed data: cmp Update namepublishedIn from in H. 't Hart & U. Eggli (eds.), Evol. & Syst. Crassulac. 168 (1995):.  to Evol. & Syst. Crassulac. : 168 (1995), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:986640-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2411210,"",FALSE,"","","",""
Phedimus crenatus,(Desf.) V.V.Byalt,"",C1,Dørstokkart,LO,Phedimus crenatus,Phedimus crenatus (Desf.) V.V.Byalt,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1680,1,wfo-0000396544,urn:lsid:ipni.org:names:986636-1,549590,Phedimus spurius,species,wfo-4000029159,(M.Bieb.) 't Hart,Crassulaceae,"","",,Phedimus,"",spurius,"",species,Valid,Evol. & Syst. Crassulac. : 168 (1995),Accepted,"",wfo-0000441089,,"Source in seed data: cmp Update namepublishedIn from Evol. Syst. Crassulaceae 168. 1995  to Evol. & Syst. Crassulac. : 168 (1995), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tp",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:986636-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2411231,"",TRUE,Synonym,wfo-0000396557,Phedimus crenatus,""
